"Semi-major Axis (m)","Eccentricity","Inclination (deg)","RAAN (deg)","Arg of Perigee (deg)","Mean Anomaly (deg)"
6978137.000,0.000000,45.003,359.884,0.000,143.534
6978137.000,0.000000,45.003,359.884,0.000,180.767
6978137.000,0.000000,45.003,359.884,0.000,218.001
6978137.000,0.000000,45.003,359.884,0.000,255.234
6978137.000,0.000000,45.003,359.884,0.000,292.468
6978137.000,0.000000,45.003,359.884,0.000,329.701
6978137.000,0.000000,45.003,359.884,0.000,6.935
6978137.000,0.000000,45.003,359.884,0.000,44.168
6978137.000,0.000000,45.003,359.884,0.000,81.402
6978137.000,0.000000,45.003,359.884,0.000,118.635
6978137.000,0.000000,45.003,359.884,0.000,155.868
6978137.000,0.000000,45.003,359.884,0.000,193.102
6978137.000,0.000000,45.003,359.884,0.000,230.335
6978137.000,0.000000,45.003,359.884,0.000,267.569
6978137.000,0.000000,45.003,359.884,0.000,304.802
6978137.000,0.000000,45.003,359.884,0.000,342.036
6978137.000,0.000000,45.003,359.884,0.000,19.269
6978137.000,0.000000,45.003,359.884,0.000,56.503
6978137.000,0.000000,45.003,359.884,0.000,93.736
6978137.000,0.000000,45.003,359.884,0.000,130.970
6978137.000,0.000000,45.003,359.884,0.000,168.203
6978137.000,0.000000,45.003,359.884,0.000,205.437
6978137.000,0.000000,45.003,359.884,0.000,242.670
6978137.000,0.000000,45.003,359.884,0.000,279.904
6978137.000,0.000000,45.003,359.884,0.000,317.137
6978137.000,0.000000,45.003,359.884,0.000,354.371
6978137.000,0.000000,45.003,359.884,0.000,31.604
6978137.000,0.000000,45.003,359.884,0.000,68.837
6978137.000,0.000000,45.003,359.884,0.000,106.071
6978137.000,0.000000,45.003,359.884,0.000,143.304
6978137.000,0.000000,45.003,359.884,0.000,180.538
6978137.000,0.000000,45.003,359.884,0.000,217.771
6978137.000,0.000000,45.003,359.884,0.000,255.005
6978137.000,0.000000,45.003,359.884,0.000,292.238
6978137.000,0.000000,45.003,359.884,0.000,329.472
6978137.000,0.000000,45.003,359.884,0.000,6.705
6978137.000,0.000000,45.003,359.884,0.000,43.939
6978137.000,0.000000,45.003,359.884,0.000,81.172
6978137.000,0.000000,45.003,359.884,0.000,118.406
6978137.000,0.000000,45.003,359.884,0.000,155.639
6978137.000,0.000000,45.003,359.884,0.000,192.873
6978137.000,0.000000,45.003,359.884,0.000,230.106
6978137.000,0.000000,45.003,359.884,0.000,267.340
6978137.000,0.000000,45.003,359.884,0.000,304.573
6978137.000,0.000000,45.003,359.884,0.000,341.806
6978137.000,0.000000,45.003,359.884,0.000,19.040
6978137.000,0.000000,45.003,359.884,0.000,56.273
6978137.000,0.000000,45.003,359.884,0.000,93.507
6978137.000,0.000000,45.003,359.884,0.000,130.740
6978137.000,0.000000,45.003,359.884,0.000,167.974
6978137.000,0.000000,45.003,359.884,0.000,205.207
6978137.000,0.000000,45.003,359.884,0.000,242.441
6978137.000,0.000000,45.003,359.884,0.000,279.674
6978137.000,0.000000,45.003,359.884,0.000,316.908
6978137.000,0.000000,45.003,359.884,0.000,354.141
6978137.000,0.000000,45.003,359.884,0.000,31.375
6978137.000,0.000000,45.003,359.884,0.000,68.608
6978137.000,0.000000,45.003,359.884,0.000,105.842
6978137.000,0.000000,45.003,359.884,0.000,143.075
6978137.000,0.000000,45.003,359.884,0.000,180.309
6978137.000,0.000000,45.003,359.884,0.000,217.542
6978137.000,0.000000,45.003,359.884,0.000,254.776
6978137.000,0.000000,45.003,359.884,0.000,292.009
6978137.000,0.000000,45.003,359.884,0.000,329.242
6978137.000,0.000000,45.003,359.884,0.000,6.476
6978137.000,0.000000,45.003,359.884,0.000,43.709
6978137.000,0.000000,45.003,359.884,0.000,80.943
6978137.000,0.000000,45.003,359.884,0.000,118.176
6978137.000,0.000000,45.003,359.884,0.000,155.410
6978137.000,0.000000,45.003,359.884,0.000,192.643
6978137.000,0.000000,45.003,359.884,0.000,229.877
6978137.000,0.000000,45.003,359.884,0.000,267.110
6978137.000,0.000000,45.003,359.884,0.000,304.344
6978137.000,0.000000,45.003,359.884,0.000,341.577
6978137.000,0.000000,45.003,359.884,0.000,18.811
6978137.000,0.000000,45.003,359.884,0.000,56.044
6978137.000,0.000000,45.003,359.884,0.000,93.278
6978137.000,0.000000,45.003,359.884,0.000,130.511
6978137.000,0.000000,45.003,359.884,0.000,167.745
6978137.000,0.000000,45.003,359.884,0.000,204.978
6978137.000,0.000000,45.003,359.884,0.000,242.211
6978137.000,0.000000,45.003,359.884,0.000,279.445
6978137.000,0.000000,45.003,359.884,0.000,316.678
6978137.000,0.000000,45.003,359.884,0.000,353.912
6978137.000,0.000000,45.003,359.884,0.000,31.145
6978137.000,0.000000,45.003,359.884,0.000,68.379
6978137.000,0.000000,45.003,359.884,0.000,105.612
6978137.000,0.000000,45.003,359.884,0.000,142.846
6978137.000,0.000000,45.003,359.884,0.000,180.079
6978137.000,0.000000,45.003,359.884,0.000,217.313
6978137.000,0.000000,45.003,359.884,0.000,254.546
6978137.000,0.000000,45.003,359.884,0.000,291.780
6978137.000,0.000000,45.003,359.884,0.000,329.013
6978137.000,0.000000,45.003,359.884,0.000,6.247
6978137.000,0.000000,45.003,359.884,0.000,43.480
6978137.000,0.000000,45.003,359.884,0.000,80.714
6978137.000,0.000000,45.003,359.884,0.000,117.947
6978137.000,0.000000,45.003,359.884,0.000,155.181
6978137.000,0.000000,45.003,359.884,0.000,192.414
6978137.000,0.000000,45.003,359.884,0.000,229.647
6978137.000,0.000000,45.003,359.884,0.000,266.881
6978137.000,0.000000,45.003,359.884,0.000,304.114
6978137.000,0.000000,45.003,359.884,0.000,341.348
6978137.000,0.000000,45.003,359.884,0.000,18.581
6978137.000,0.000000,45.003,359.884,0.000,55.815
6978137.000,0.000000,45.003,359.884,0.000,93.048
6978137.000,0.000000,45.003,359.884,0.000,130.282
6978137.000,0.000000,45.003,359.884,0.000,167.515
6978137.000,0.000000,45.003,359.884,0.000,204.749
6978137.000,0.000000,45.003,359.884,0.000,241.982
6978137.000,0.000000,45.003,359.884,0.000,279.216
6978137.000,0.000000,45.003,359.884,0.000,316.449
6978137.000,0.000000,45.003,359.884,0.000,353.683
6978137.000,0.000000,45.003,359.884,0.000,30.916
6978137.000,0.000000,45.003,359.884,0.000,68.150
6978137.000,0.000000,45.003,359.884,0.000,105.383
6978137.000,0.000000,45.003,359.884,0.000,142.616
6978137.000,0.000000,45.003,359.884,0.000,179.850
6978137.000,0.000000,45.003,359.884,0.000,217.083
6978137.000,0.000000,45.003,359.884,0.000,254.317
6978137.000,0.000000,45.003,359.884,0.000,291.550
6978137.000,0.000000,45.003,359.884,0.000,328.784
6978137.000,0.000000,45.003,359.884,0.000,6.017
6978137.000,0.000000,45.003,359.884,0.000,43.251
6978137.000,0.000000,45.003,359.884,0.000,80.484
6978137.000,0.000000,45.003,359.884,0.000,117.718
6978137.000,0.000000,45.003,359.884,0.000,154.951
6978137.000,0.000000,45.003,359.884,0.000,192.185
6978137.000,0.000000,45.003,359.884,0.000,229.418
6978137.000,0.000000,45.003,359.884,0.000,266.652
6978137.000,0.000000,45.003,359.884,0.000,303.885
6978137.000,0.000000,45.003,359.884,0.000,341.119
6978137.000,0.000000,45.003,359.884,0.000,18.352
6978137.000,0.000000,45.003,359.884,0.000,55.585
6978137.000,0.000000,45.003,359.884,0.000,92.819
6978137.000,0.000000,45.003,359.884,0.000,130.052
6978137.000,0.000000,45.003,359.884,0.000,167.286
6978137.000,0.000000,45.003,359.884,0.000,204.519
6978137.000,0.000000,45.003,359.884,0.000,241.753
6978137.000,0.000000,45.003,359.884,0.000,278.986
6978137.000,0.000000,45.003,359.884,0.000,316.220
6978137.000,0.000000,45.003,359.884,0.000,353.453
6978137.000,0.000000,45.003,359.884,0.000,30.687
6978137.000,0.000000,45.003,359.884,0.000,67.920
6978137.000,0.000000,45.003,359.884,0.000,105.154
6978137.000,0.000000,45.003,359.884,0.000,142.387
6978137.000,0.000000,45.003,359.884,0.000,179.621
6978137.000,0.000000,45.003,359.884,0.000,216.854
6978137.000,0.000000,45.003,359.884,0.000,254.088
6978137.000,0.000000,45.003,359.884,0.000,291.321
6978137.000,0.000000,45.003,359.884,0.000,328.555
6978137.000,0.000000,45.003,359.884,0.000,5.788
6978137.000,0.000000,45.003,359.884,0.000,43.021
6978137.000,0.000000,45.003,359.884,0.000,80.255
6978137.000,0.000000,45.003,359.884,0.000,117.488
6978137.000,0.000000,45.003,359.884,0.000,154.722
6978137.000,0.000000,45.003,359.884,0.000,191.955
6978137.000,0.000000,45.003,359.884,0.000,229.189
6978137.000,0.000000,45.003,359.884,0.000,266.422
6978137.000,0.000000,45.003,359.884,0.000,303.656
6978137.000,0.000000,45.003,359.884,0.000,340.889
6978137.000,0.000000,45.003,359.884,0.000,18.123
6978137.000,0.000000,45.003,359.884,0.000,55.356
6978137.000,0.000000,45.003,359.884,0.000,92.590
6978137.000,0.000000,45.003,359.884,0.000,129.823
6978137.000,0.000000,45.003,359.884,0.000,167.057
6978137.000,0.000000,45.003,359.884,0.000,204.290
6978137.000,0.000000,45.003,359.884,0.000,241.524
6978137.000,0.000000,45.003,359.884,0.000,278.757
6978137.000,0.000000,45.003,359.884,0.000,315.990
6978137.000,0.000000,45.003,359.884,0.000,353.224
6978137.000,0.000000,45.003,359.884,0.000,30.457
6978137.000,0.000000,45.003,359.884,0.000,67.691
6978137.000,0.000000,45.003,359.884,0.000,104.924
6978137.000,0.000000,45.003,359.884,0.000,142.158
6978137.000,0.000000,45.003,359.884,0.000,179.391
6978137.000,0.000000,45.003,359.884,0.000,216.625
6978137.000,0.000000,45.003,359.884,0.000,253.858
6978137.000,0.000000,45.003,359.884,0.000,291.092
6978137.000,0.000000,45.003,359.884,0.000,328.325
6978137.000,0.000000,45.003,359.884,0.000,5.559
6978137.000,0.000000,45.003,359.884,0.000,42.792
6978137.000,0.000000,45.003,359.884,0.000,80.026
6978137.000,0.000000,45.003,359.884,0.000,117.259
6978137.000,0.000000,45.003,359.884,0.000,154.493
6978137.000,0.000000,45.003,359.884,0.000,191.726
6978137.000,0.000000,45.003,359.884,0.000,228.959
6978137.000,0.000000,45.003,359.884,0.000,266.193
6978137.000,0.000000,45.003,359.884,0.000,303.426
6978137.000,0.000000,45.003,359.884,0.000,340.660
6978137.000,0.000000,45.003,359.884,0.000,17.893
6978137.000,0.000000,45.003,359.884,0.000,55.127
6978137.000,0.000000,45.003,359.884,0.000,92.360
6978137.000,0.000000,45.003,359.884,0.000,129.594
6978137.000,0.000000,45.003,359.884,0.000,166.827
6978137.000,0.000000,45.003,359.884,0.000,204.061
6978137.000,0.000000,45.003,359.884,0.000,241.294
6978137.000,0.000000,45.003,359.884,0.000,278.528
6978137.000,0.000000,45.003,359.884,0.000,315.761
6978137.000,0.000000,45.003,359.884,0.000,352.995
6978137.000,0.000000,45.003,359.884,0.000,30.228
6978137.000,0.000000,45.003,359.884,0.000,67.462
6978137.000,0.000000,45.003,359.884,0.000,104.695
6978137.000,0.000000,45.003,359.884,0.000,141.929
6978137.000,0.000000,45.003,359.884,0.000,179.162
6978137.000,0.000000,45.003,359.884,0.000,216.395
6978137.000,0.000000,45.003,359.884,0.000,253.629
6978137.000,0.000000,45.003,359.884,0.000,290.862
6978137.000,0.000000,45.003,359.884,0.000,328.096
6978137.000,0.000000,45.003,359.884,0.000,5.329
6978137.000,0.000000,45.003,359.884,0.000,42.563
6978137.000,0.000000,45.003,359.884,0.000,79.796
6978137.000,0.000000,45.003,359.884,0.000,117.030
6978137.000,0.000000,45.003,359.884,0.000,154.263
6978137.000,0.000000,45.003,359.884,0.000,191.497
6978137.000,0.000000,45.003,359.884,0.000,228.730
6978137.000,0.000000,45.003,359.884,0.000,265.964
6978137.000,0.000000,45.003,359.884,0.000,303.197
6978137.000,0.000000,45.003,359.884,0.000,340.431
6978137.000,0.000000,45.003,359.884,0.000,17.664
6978137.000,0.000000,45.003,359.884,0.000,54.898
6978137.000,0.000000,45.003,359.884,0.000,92.131
6978137.000,0.000000,45.003,359.884,0.000,129.364
6978137.000,0.000000,45.003,359.884,0.000,166.598
6978137.000,0.000000,45.003,359.884,0.000,203.831
6978137.000,0.000000,45.003,359.884,0.000,241.065
6978137.000,0.000000,45.003,359.884,0.000,278.298
6978137.000,0.000000,45.003,359.884,0.000,315.532
6978137.000,0.000000,45.003,359.884,0.000,352.765
6978137.000,0.000000,45.003,359.884,0.000,29.999
6978137.000,0.000000,45.003,359.884,0.000,67.232
6978137.000,0.000000,45.003,359.884,0.000,104.466
6978137.000,0.000000,45.003,359.884,0.000,141.699
6978137.000,0.000000,45.003,359.884,0.000,178.933
6978137.000,0.000000,45.003,359.884,0.000,216.166
6978137.000,0.000000,45.003,359.884,0.000,253.400
6978137.000,0.000000,45.003,359.884,0.000,290.633
6978137.000,0.000000,45.003,359.884,0.000,327.867
6978137.000,0.000000,45.003,359.884,0.000,5.100
6978137.000,0.000000,45.003,359.884,0.000,42.333
6978137.000,0.000000,45.003,359.884,0.000,79.567
6978137.000,0.000000,45.003,359.884,0.000,116.800
6978137.000,0.000000,45.003,359.884,0.000,154.034
6978137.000,0.000000,45.003,359.884,0.000,191.267
6978137.000,0.000000,45.003,359.884,0.000,228.501
6978137.000,0.000000,45.003,359.884,0.000,265.734
6978137.000,0.000000,45.003,359.884,0.000,302.968
6978137.000,0.000000,45.003,359.884,0.000,340.201
6978137.000,0.000000,45.003,359.884,0.000,17.435
6978137.000,0.000000,45.003,359.884,0.000,54.668
6978137.000,0.000000,45.003,359.884,0.000,91.902
6978137.000,0.000000,45.003,359.884,0.000,129.135
6978137.000,0.000000,45.003,359.884,0.000,166.369
6978137.000,0.000000,45.003,359.884,0.000,203.602
6978137.000,0.000000,45.003,359.884,0.000,240.836
6978137.000,0.000000,45.003,359.884,0.000,278.069
6978137.000,0.000000,45.003,359.884,0.000,315.303
6978137.000,0.000000,45.003,359.884,0.000,352.536
6978137.000,0.000000,45.003,359.884,0.000,29.769
6978137.000,0.000000,45.003,359.884,0.000,67.003
6978137.000,0.000000,45.003,359.884,0.000,104.236
6978137.000,0.000000,45.003,359.884,0.000,141.470
6978137.000,0.000000,45.003,359.884,0.000,178.703
6978137.000,0.000000,45.003,359.884,0.000,215.937
6978137.000,0.000000,45.003,359.884,0.000,253.170
6978137.000,0.000000,45.003,359.884,0.000,290.404
6978137.000,0.000000,45.003,359.884,0.000,327.637
6978137.000,0.000000,45.003,359.884,0.000,4.871
6978137.000,0.000000,45.003,359.884,0.000,42.104
6978137.000,0.000000,45.003,359.884,0.000,79.338
6978137.000,0.000000,45.003,359.884,0.000,116.571
6978137.000,0.000000,45.003,359.884,0.000,153.805
6978137.000,0.000000,45.003,359.884,0.000,191.038
6978137.000,0.000000,45.003,359.884,0.000,228.272
6978137.000,0.000000,45.003,359.884,0.000,265.505
6978137.000,0.000000,45.003,359.884,0.000,302.738
6978137.000,0.000000,45.003,359.884,0.000,339.972
6978137.000,0.000000,45.003,359.884,0.000,17.205
6978137.000,0.000000,45.003,359.884,0.000,54.439
6978137.000,0.000000,45.003,359.884,0.000,91.672
6978137.000,0.000000,45.003,359.884,0.000,128.906
6978137.000,0.000000,45.003,359.884,0.000,166.139
6978137.000,0.000000,45.003,359.884,0.000,203.373
6978137.000,0.000000,45.003,359.884,0.000,240.606
6978137.000,0.000000,45.003,359.884,0.000,277.840
6978137.000,0.000000,45.003,359.884,0.000,315.073
6978137.000,0.000000,45.003,359.884,0.000,352.307
6978137.000,0.000000,45.003,359.884,0.000,29.540
6978137.000,0.000000,45.003,359.884,0.000,66.774
6978137.000,0.000000,45.003,359.884,0.000,104.007
6978137.000,0.000000,45.003,359.884,0.000,141.241
6978137.000,0.000000,45.003,359.884,0.000,178.474
6978137.000,0.000000,45.003,359.884,0.000,215.707
6978137.000,0.000000,45.003,359.884,0.000,252.941
6978137.000,0.000000,45.003,359.884,0.000,290.174
6978137.000,0.000000,45.003,359.884,0.000,327.408
6978137.000,0.000000,45.003,359.884,0.000,4.641
6978137.000,0.000000,45.003,359.884,0.000,41.875
6978137.000,0.000000,45.003,359.884,0.000,79.108
6978137.000,0.000000,45.003,359.884,0.000,116.342
6978137.000,0.000000,45.003,359.884,0.000,153.575
6978137.000,0.000000,45.003,359.884,0.000,190.809
6978137.000,0.000000,45.003,359.884,0.000,228.042
6978137.000,0.000000,45.003,359.884,0.000,265.276
6978137.000,0.000000,45.003,359.884,0.000,302.509
6978137.000,0.000000,45.003,359.884,0.000,339.743
6978137.000,0.000000,45.003,359.884,0.000,16.976
6978137.000,0.000000,45.003,359.884,0.000,54.210
6978137.000,0.000000,45.003,359.884,0.000,91.443
6978137.000,0.000000,45.003,359.884,0.000,128.677
6978137.000,0.000000,45.003,359.884,0.000,165.910
6978137.000,0.000000,45.003,359.884,0.000,203.143
6978137.000,0.000000,45.003,359.884,0.000,240.377
6978137.000,0.000000,45.003,359.884,0.000,277.610
6978137.000,0.000000,45.003,359.884,0.000,314.844
6978137.000,0.000000,45.003,359.884,0.000,352.077
6978137.000,0.000000,45.003,359.884,0.000,29.311
6978137.000,0.000000,45.003,359.884,0.000,66.544
6978137.000,0.000000,45.003,359.884,0.000,103.778
6978137.000,0.000000,45.003,359.884,0.000,141.011
6978137.000,0.000000,45.003,359.884,0.000,178.245
6978137.000,0.000000,45.003,359.884,0.000,215.478
6978137.000,0.000000,45.003,359.884,0.000,252.712
6978137.000,0.000000,45.003,359.884,0.000,289.945
6978137.000,0.000000,45.003,359.884,0.000,327.179
6978137.000,0.000000,45.003,359.884,0.000,4.412
6978137.000,0.000000,45.003,359.884,0.000,41.646
6978137.000,0.000000,45.003,359.884,0.000,78.879
6978137.000,0.000000,45.003,359.884,0.000,116.112
6978137.000,0.000000,45.003,359.884,0.000,153.346
6978137.000,0.000000,45.003,359.884,0.000,190.579
6978137.000,0.000000,45.003,359.884,0.000,227.813
6978137.000,0.000000,45.003,359.884,0.000,265.046
6978137.000,0.000000,45.003,359.884,0.000,302.280
6978137.000,0.000000,45.003,359.884,0.000,339.513
6978137.000,0.000000,45.003,359.884,0.000,16.747
6978137.000,0.000000,45.003,359.884,0.000,53.980
6978137.000,0.000000,45.003,359.884,0.000,91.214

